Tweet,User,User_ID,Geo,HashTag,Date
Tips from the City of Sonoma.pic.twitter.com/QGXcADAfEj,sonomanews,18057936,,,Sun Oct 27 05:59:38 +0000 2019
Evacuation maps as of 10:30lm Saturday.pic.twitter.com/S8fMRiMT3E,sonomanews,18057936,,,Sun Oct 27 05:58:51 +0000 2019
Live Map: Real-time air quality in the North Bay https://www.sonomanews.com/news/10220068-181/live-map-real-time-air-quality?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db4ec684c15b8000148ee71&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/AqbCrwajBX,sonomanews,18057936,,,Sun Oct 27 01:01:45 +0000 2019
"Millions in California facing fire danger, more blackouts https://www.sonomanews.com/news/10223495-181/millions-in-california-facing-fire?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db4b40e4c15b8000148eb05&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/CH3IF8Jtfi",sonomanews,18057936,,,Sat Oct 26 21:01:25 +0000 2019
Abandoned house catches fire on Sonoma's Petaluama Ave https://www.sonomanews.com/news/10223404-181/abandoned-house-catches-fire-on?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db497fd4c15b8000148e956&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/nZnqX7l2I7,sonomanews,18057936,,,Sat Oct 26 19:01:26 +0000 2019
"Kathleen Hill: El Molino decorations, FFA dinner and Shanghai history https://www.sonomanews.com/lifestyle/10212784-181/kathleen-hill-el-molino-decorations?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db47bd24c15b8000148e78d&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/HwmVC3Udnx",sonomanews,18057936,,,Sat Oct 26 17:01:24 +0000 2019
"‘I felt as if I had gone into another world,’ remembers former Munchkin from Sonoma https://www.sonomanews.com/lifestyle/10203298-181/one-of-last-living-munchkins?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db45fb58021ed000132701a&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/Ts5ueXnOY3",sonomanews,18057936,,,Sat Oct 26 15:01:20 +0000 2019
Glass Full/Glass Empty https://www.sonomanews.com/opinion/10204932-181/glass-fullglass-empty?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db4438a8021ed0001326e59&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/LSxkkzQzAo,sonomanews,18057936,,,Sat Oct 26 13:01:12 +0000 2019
Do N95 masks help protect from wildfire smoke? Bay Area officials don't think so https://www.sonomanews.com/news/10216458-181/n95-masks-could-make-inhaling?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db427754c15b8000148e272&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/5v7ikph4E2,sonomanews,18057936,,,Sat Oct 26 11:01:21 +0000 2019
"Strictly Business: Changes at Vineburg Deli, a new music venue and more, Oct. 25 https://www.sonomanews.com/business/10207797-181/strictly-business-changes-at-vineburg?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db40b4b4c15b8000148e0c4&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/GEXtDe3p3C",sonomanews,18057936,,,Sat Oct 26 09:01:05 +0000 2019
